sample ID (based on genealogy)	profile	platform		Sanger ID		IRCC_full	Sample_PD_ID
CRC1257LMX0B01001TUMD02000	GCN	RealTimePCR		PD25765a			
CRC1257LMX0B01001TUMD02000	MUT	SangerSequencing		PD25765a			
CRC1261LMX0A01001TUMD02000	GCN	RealTimePCR		PD25820a			
CRC1261LMX0A01001TUMD02000	GCN	TargetedNGS		PD25820a			
CRC1261LMX0A01001TUMD02000	MUT	SangerSequencing		PD25820a			
CRC1261LMX0A01001TUMD02000	MUT	TargetedNGS		PD25820a			
CRC1262PRH0000000000D02000	GCN	TargetedNGS		PD25766a			
CRC1262PRH0000000000D02000	MUT	TargetedNGS		PD25766a			
CRC1262PRX0B01001TUMD02000	MUT	SangerSequencing		PD25766c			
CRC1262PRX0B02001TUMD02000	GCN	TargetedNGS		PD25766c			
CRC1262PRX0B02001TUMD02000	MUT	TargetedNGS		PD25766c			
CRC1263PRX0A02001TUMD01000	MUT	TargetedNGS		PD26954a			
CRC1263PRX0B01001TUMD02000	MUT	SangerSequencing		PD26954a			
CRC1264LMH0000000000D05000	GCN	TargetedNGS		PD25812a2			
CRC1264LMH0000000000D05000	MUT	TargetedNGS		PD25812a2			
CRC1264LMX0A01001TUMD02000	GCN	RealTimePCR		PD25812c2			
CRC1264LMX0A01001TUMD02000	GCN	TargetedNGS		PD25812c2			
CRC1264LMX0A01001TUMD02000	MUT	SangerSequencing		PD25812c2			
CRC1264LMX0A01001TUMD02000	MUT	TargetedNGS		PD25812c2			
CRC1266PRX0B01001TUMD01000	MUT	TargetedNGS		PD26956a			
CRC1272LMX0A01001TUMD02000	GCN	RealTimePCR		PD26980a			
CRC1272LMX0A01001TUMD03000	GCN	RealTimePCR		PD26980a			
CRC1272LMX0A02002TUMD01000	MUT	TargetedNGS		PD26980a			
CRC1273PRX0B01001TUMD01000	MUT	TargetedNGS		PD26952a			
CRC1275PRX0B01001TUMD02000	MUT	SangerSequencing		PD26955a			
CRC1275PRX0B02001TUMD01000	MUT	TargetedNGS		PD26955a			
CRC1277LMX0A01001TUMD02000	GCN	RealTimePCR		PD26981a			
CRC1277LMX0B01001TUMD02000	GCN	RealTimePCR		PD26981a			
CRC1277LMX0B01001TUMD02000	MUT	SangerSequencing		PD26981a			
CRC1277LMX0B02001TUMD01000	MUT	TargetedNGS		PD26981a			
CRC1278LMX0A01001TUMD02000	GCN	RealTimePCR		PD26982a			
CRC1278LMX0A02001TUMD01000	MUT	TargetedNGS		PD26982a			
CRC1279PRX0A01001TUMD02000	MUT	SangerSequencing		PD26957a			
CRC1279PRX0A02001TUMD01000	MUT	TargetedNGS		PD26957a			
CRC1280PRX0B01001TUMD01000	MUT	TargetedNGS		PD26953a			
CRC1281LMX0A01001TUMD02000	GCN	RealTimePCR		PD26983a			
CRC1281LMX0A01001TUMD02000	MUT	SangerSequencing		PD26983a			
CRC1281LMX0A02002TUMD01000	MUT	TargetedNGS		PD26983a			
CRC1285PRX0A02001TUMD01000	MUT	TargetedNGS		PD26960a			
CRC1288PRX0B01001TUMD01000	MUT	TargetedNGS		PD26959a			
CRC1303LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1303LMX0A01001TUMD03000	GCN	RealTimePCR		#N/A			
CRC1304PRX0A01001TUMD01000	MUT	TargetedNGS		PD26964a			
CRC1304PRX0A01001TUMD02000	MUT	SangerSequencing		PD26964a			
CRC1306LMX0A01001TUMD01000	MUT	TargetedNGS		PD26971a			
CRC1306LMX0A01001TUMD02000	GCN	RealTimePCR		PD26971a			
CRC1307LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1307LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1307LMX0A01001TUMD03000	GCN	RealTimePCR		#N/A			
CRC1309PRX0A01001TUMD02000	MUT	SangerSequencing		PD26965a			
CRC1309PRX0A02001TUMD01000	MUT	TargetedNGS		PD26965a			
CRC1313LMH0000000000D02000	MUT	TargetedNGS		PD26978a			
CRC1313LMX0A01001TUMD02000	GCN	RealTimePCR		PD26978c			
CRC1313LMX0A01001TUMD03000	GCN	RealTimePCR		PD26978c			
CRC1313LMX0A02002TUMD01000	MUT	TargetedNGS		PD26978c			
CRC1314LMX0B01001TUMD01000	MUT	TargetedNGS		PD26977a			
CRC1314LMX0B01001TUMD02000	GCN	RealTimePCR		PD26977a			
CRC1314LMX0B01001TUMD02000	MUT	SangerSequencing		PD26977a			
CRC1314LMX0B01001TUMD03000	GCN	RealTimePCR		PD26977a			
CRC1315PRX0B01001TUMD01000	MUT	TargetedNGS		PD26963a			
CRC1317PRX0B02001TUMD01000	MUT	TargetedNGS		PD26958a			
CRC1318LMX0A01001TUMD02000	MUT	SangerSequencing		PD26975a			
CRC1318LMX0B01001TUMD02000	GCN	RealTimePCR		PD26975a			
CRC1318LMX0B02002TUMD01000	MUT	TargetedNGS		PD26975a			
CRC1319PRX0A01001TUMD02000	MUT	SangerSequencing		PD26962a			
CRC1319PRX0A02003TUMD01000	MUT	TargetedNGS		PD26962a			
CRC1321LMX0B01001TUMD01000	MUT	TargetedNGS		PD26973a			
CRC1321LMX0B01001TUMD02000	GCN	RealTimePCR		PD26973a			
CRC1321LMX0B01001TUMD03000	GCN	RealTimePCR		PD26973a			
CRC1325PRX0A01001TUMD02000	MUT	SangerSequencing		PD26948a			
CRC1325PRX0B01001TUMD01000	MUT	TargetedNGS		PD26948a			
CRC1326LMX0B01001TUMD01000	MUT	TargetedNGS		PD26974a			
CRC1326LMX0B01001TUMD02000	GCN	RealTimePCR		PD26974a			
CRC1326LMX0B01001TUMD02000	MUT	SangerSequencing		PD26974a			
CRC1329LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1331LMX0A01001TUMD02000	GCN	RealTimePCR		PD26961a			
CRC1331LMX0B02001TUMD01000	MUT	TargetedNGS		PD26961a			
CRC1334PRX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1336LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1336LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1337LMX0A01001TUMD01000	MUT	TargetedNGS		PD26968a			
CRC1337LMX0A01001TUMD02000	GCN	RealTimePCR		PD26968a			
CRC1340PRX0A01001TUMD01000	MUT	TargetedNGS		PD26969a			
CRC1340PRX0A01001TUMD02000	MUT	SangerSequencing		PD26969a			
CRC1342LMX0B01001TUMD01000	MUT	TargetedNGS		PD26985a			
CRC1342LMX0B01001TUMD02000	GCN	RealTimePCR		PD26985a			
CRC1343PRX0A02001TUMD01000	MUT	TargetedNGS		PD26967a			
CRC1343PRX0B01001TUMD02000	MUT	SangerSequencing		PD26967a			
CRC1344LMX0A01001TUMD02000	GCN	RealTimePCR		PD26986a			
CRC1344LMX0A01001TUMD02000	MUT	SangerSequencing		PD26986a			
CRC1344LMX0B01001TUMD01000	MUT	TargetedNGS		PD26986a			
CRC1353LMX0A01001TUMD01000	MUT	TargetedNGS		PD26984a			
CRC1353LMX0A01001TUMD02000	GCN	RealTimePCR		PD26984a			
CRC1353LMX0A01001TUMD02000	MUT	SangerSequencing		PD26984a			
CRC1354PRX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1355LMX0A01001TUMD01000	MUT	TargetedNGS		PD26970a			
CRC1355LMX0A01001TUMD02000	GCN	RealTimePCR		PD26970a			
CRC1355LMX0A01001TUMD02000	MUT	SangerSequencing		PD26970a			
CRC1357PRX0A01001TUMD01000	MUT	TargetedNGS		PD26966a			
CRC1357PRX0B01001TUMD02000	MUT	SangerSequencing		PD26966a			
CRC1359LMX0A01001TUMD01000	MUT	TargetedNGS		PD26987a			
CRC1359LMX0A01001TUMD02000	GCN	RealTimePCR		PD26987a			
CRC1359LMX0A01001TUMD02000	MUT	SangerSequencing		PD26987a			
CRC1360LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1360LMX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1367LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1368LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1368LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1369LMX0B01001TUMD01000	MUT	TargetedNGS		PD26979a			
CRC1369LMX0B01001TUMD02000	GCN	RealTimePCR		PD26979a			
CRC1375PRH0000000000D02000	MUT	SangerSequencing		#N/A			
CRC1376LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1379LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1387LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1387LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1387PRX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1389LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1390LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1390LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1391PRX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1397LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1397LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1399LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1403PRX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1408LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1412LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1412LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1413PRX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1414PRX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1420PRX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1426PRX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1430LMO0B01003001D02000	GCN	RealTimePCR		#N/A			
CRC1430LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1431PRX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1432LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1435PRX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1436PRX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1442PRX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1445LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1445LMX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1446LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1446LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1448LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1448LMX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1449LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1451LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1451LMX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1458LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1458LMX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1460LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1460LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1461PRX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1464LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1472LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1473LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1473LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1473PRX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1474LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1474LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1477LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1477LMX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1483PRX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1485PRX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1486LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1486LMX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1486PRX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1487PRX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1490PRH0000000000D02000	GCN	RealTimePCR		#N/A			
CRC1490PRX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1490PRX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1492PRX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1493PRX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1500LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1500LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1501LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1502LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1502LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1504PRX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1508PRX0A01001TUMD05000	MUT	SangerSequencing		#N/A			
CRC1516PRX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1519LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1520PRX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1521PRX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1522LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1523LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1523LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1524PRX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1529PRX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1530LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1561LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1562LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1562LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1563LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1566LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1566LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1568LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1568LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1575LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1579LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1581LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1586LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1586LMX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1587LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1588LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1588LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1589LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1589LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1598LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1598LMX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1599LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1605LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1605LMX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1606LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1614LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1614LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1620LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1620LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1621LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1621LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1624LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1624LMX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1628LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1628LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1629LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1634LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1634LMX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1648LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1650LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1650LMX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1673LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1675LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1675LMX0A01001TUMD06000	GCN	RealTimePCR		#N/A			
CRC1681LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1681LMX0B01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1709LMX0A01001TUMD02000	GCN	RealTimePCR		#N/A			
CRC1709LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1729LMX0A01001TUMD02000	MUT	SangerSequencing		#N/A			
CRC1729LMX0B01001TUMD02000	GCN	RealTimePCR		#N/A			
